,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
FBgn0031258,107.5640918,-1.171951262,0.280720739,-4.174794012,2.98E-05,0.009131184
FBgn0035811,1035.643184,0.833593124,0.199898336,4.170085361,3.04E-05,0.009131184
FBgn0036641,223.1665523,0.743670347,0.177838421,4.181719243,2.89E-05,0.009131184
FBgn0037153,103.1315558,1.573213436,0.375646698,4.188013487,2.81E-05,0.009131184
FBgn0028514,599.0063387,-0.931234744,0.224113912,-4.155184899,3.25E-05,0.009399015
FBgn0040388,1478.366364,-0.893458687,0.215492451,-4.146125217,3.38E-05,0.009441352
FBgn0038149,993.402632,0.915261488,0.221245615,4.136857075,3.52E-05,0.009503051
FBgn0039593,42.4909211,1.799751842,0.438060349,4.1084564,3.98E-05,0.010403662
FBgn0039464,820.4828062,1.012562248,0.247141634,4.097092959,4.18E-05,0.010586092
FBgn0024984,120.7146816,1.28415549,0.318813693,4.027918237,5.63E-05,0.013256705
FBgn0035076,30.81012923,1.514095945,0.376299204,4.023649077,5.73E-05,0.013256705
FBgn0086910,87.06130654,1.565167059,0.388087226,4.033029052,5.51E-05,0.013256705
FBgn0261284,51.00866487,1.961935135,0.489824901,4.005380557,6.19E-05,0.013926326
FBgn0033268,82.41405992,1.102642436,0.275863995,3.99705092,6.41E-05,0.014035495
FBgn0031117,326.5078409,0.932891372,0.234603676,3.976456746,6.99E-05,0.014522637
FBgn0033446,81.54089069,-1.016839025,0.255612264,-3.97805258,6.95E-05,0.014522637
FBgn0031245,193.064213,0.695544462,0.175205488,3.96987829,7.19E-05,0.014556251
FBgn0010316,466.3495872,-0.752621764,0.190338475,-3.954123117,7.68E-05,0.014597491
FBgn0030805,340.8923801,0.959979054,0.243252392,3.946432131,7.93E-05,0.014597491
FBgn0036299,655.084287,0.841888092,0.213070197,3.951224069,7.78E-05,0.014597491
FBgn0050273,128.622965,-0.79385481,0.200326462,-3.962805517,7.41E-05,0.014597491
FBgn0001258,1520.078784,0.813115633,0.207068723,3.926791164,8.61E-05,0.015297147
FBgn0052133,1959.987726,-0.415376048,0.105841388,-3.92451437,8.69E-05,0.015297147
FBgn0000071,342.2130734,2.429523224,0.620969412,3.912468438,9.14E-05,0.015738756
FBgn0050069,1553.42489,-0.752264302,0.193431069,-3.889056217,0.000100635,0.016908445
FBgn0063649,646.1681922,-1.014581707,0.261152581,-3.885015048,0.000102324,0.016908445
FBgn0032598,315.3019018,0.933066976,0.24071753,3.876190391,0.000106105,0.01718259
FBgn0261015,434.5020535,-0.989933235,0.255864345,-3.868976882,0.000109293,0.017351871
FBgn0027843,742.917657,0.596174985,0.155122149,3.843261506,0.00012141,0.018904935
FBgn0011674,111.5126567,0.869847379,0.227854057,3.817563718,0.000134776,0.02059021
FBgn0035266,383.4684254,0.956042217,0.250856939,3.811105335,0.000138347,0.020744334
FBgn0031307,1793.791028,0.784465996,0.206346529,3.80169222,0.000143711,0.021156899
FBgn0039485,58.56532203,1.241092688,0.327809955,3.786012804,0.000153084,0.022134276
FBgn0015371,376.573489,-0.826817999,0.219400285,-3.768536571,0.000164207,0.023326098
FBgn0063667,13.05084776,2.690071974,0.716572491,3.754082118,0.000173978,0.024287904
FBgn0025111,1501.29982,2.554760261,0.681542944,3.748494915,0.000177899,0.024414369
FBgn0030598,37.94685885,1.810133686,0.486451484,3.721098087,0.000198358,0.026768462
FBgn0038805,749.2489939,0.659738724,0.177768506,3.711223886,0.00020626,0.027080318
FBgn0051523,4595.817117,-0.727300889,0.196044364,-3.709879099,0.000207358,0.027080318
FBgn0027515,446.2694626,0.769453735,0.208829693,3.684599267,0.000229063,0.028529724
FBgn0034400,5939.232112,-0.489588404,0.132610265,-3.691934437,0.000222555,0.028529724
FBgn0035789,13.61417131,-2.724956332,0.740018921,-3.682279267,0.000231158,0.028529724
FBgn0035969,12.91361666,2.145841684,0.582990619,3.68074822,0.000232551,0.028529724
FBgn0004108,660.3621344,0.764166621,0.208333538,3.667996185,0.000244459,0.029543032
FBgn0028397,353.9663652,-0.727991705,0.199605217,-3.647157706,0.000265157,0.030102705
FBgn0034793,522.5566038,0.593051821,0.162163782,3.657116365,0.000255069,0.030102705
FBgn0044020,153.4889675,0.675056645,0.185155071,3.645898758,0.000266459,0.030102705
FBgn0050359,45.74464287,1.305740506,0.357611918,3.651277937,0.000260939,0.030102705
FBgn0051642,110.5318511,1.59969758,0.438907722,3.644724165,0.000267679,0.030102705
FBgn0035932,27.39106323,1.57546291,0.433006501,3.638427848,0.000274307,0.030425582
FBgn0020248,35.62309998,1.778184985,0.491685235,3.616510843,0.000298601,0.032672578
FBgn0025678,10269.53986,0.501699175,0.139364835,3.599897882,0.000318342,0.034368221
FBgn0000565,602.0513237,0.724375984,0.202536708,3.576517019,0.000348203,0.035911528
FBgn0001124,1265.490485,0.60039966,0.167782798,3.578433951,0.000345659,0.035911528
FBgn0087007,133.2628884,1.027502203,0.287009775,3.580025116,0.000343561,0.035911528
FBgn0250904,30.25660494,1.67634585,0.468922636,3.574887885,0.000350378,0.035911528
FBgn0015903,643.2145923,-0.495859405,0.139688497,-3.549751169,0.000385595,0.038545262
FBgn0038107,1280.491198,0.467191167,0.131502263,3.552723406,0.000381265,0.038545262
FBgn0031374,1994.588662,-0.674431633,0.190249363,-3.544987609,0.000392632,0.038769971
FBgn0259224,251.9282126,0.989620976,0.280820797,3.524030218,0.000425036,0.041464032
FBgn0034067,141.7038109,0.904511727,0.257069563,3.518548499,0.000433914,0.041482673
FBgn0034403,68.02967213,1.052645044,0.299271559,3.517357438,0.000435866,0.041482673
FBgn0085354,144.8540693,0.762123097,0.216851588,3.514491661,0.000440597,0.041482673
FBgn0033764,65.19920182,2.942469655,0.838564289,3.508937473,0.000449901,0.041871789
FBgn0011274,777.0139222,-0.647516273,0.185263535,-3.495109139,0.000473868,0.043601236
FBgn0039525,344.7701811,0.509220771,0.14625796,3.481661942,0.000498312,0.045335227
FBgn0004507,1829.732742,0.78895749,0.227329801,3.470541411,0.00051941,0.046241093
FBgn0034405,2290.342957,0.558934804,0.161119113,3.469078203,0.000522247,0.046241093
FBgn0034885,160.5125033,1.302443071,0.375618781,3.467459928,0.000525402,0.046241093
FBgn0003076,1498.535689,0.603882505,0.175043071,3.449908074,0.000560777,0.048272456
FBgn0038341,427.7275986,0.761488815,0.220619441,3.45159434,0.000557285,0.048272456
FBgn0039257,521.8934341,-0.801974298,0.232643172,-3.447229047,0.000566368,0.048272456
FBgn0260486,1986.767167,-0.579652217,0.168665077,-3.436705618,0.000588835,0.04966457
FBgn0039060,87.54581195,-0.870791746,0.253665768,-3.432831134,0.000597314,0.049860324
FBgn0250757,81.91028184,0.896577782,0.262063246,3.421226725,0.000623393,0.051506289
FBgn0039113,474.3013221,0.777294735,0.227699746,3.413682927,0.000640911,0.051894578
FBgn0250837,2216.679084,0.446551685,0.13071158,3.416313121,0.000634752,0.051894578
FBgn0037098,1534.002369,-0.375997941,0.110684917,-3.397011555,0.000681261,0.05461554
FBgn0010470,4777.986824,0.451773759,0.133929677,3.373216218,0.000742956,0.058696457
FBgn0026376,1400.20156,-0.827240703,0.245723948,-3.366544896,0.000761162,0.058696457
FBgn0029114,1389.816443,-0.442598495,0.131444059,-3.367200445,0.000759355,0.058696457
FBgn0031688,30.80122931,1.512127393,0.448658757,3.370328497,0.000750786,0.058696457
FBgn0035727,65.23358798,1.286962327,0.382775273,3.362187732,0.000773275,0.059068021
FBgn0033913,5212.765989,-0.844576844,0.25158646,-3.357004367,0.000787919,0.059072014
FBgn0053516,706.2014716,-0.631116933,0.187983987,-3.357290928,0.000787102,0.059072014
FBgn0034389,110.743859,-1.365982368,0.40771383,-3.350345922,0.000807107,0.05995546
FBgn0035603,544.1475817,0.405204332,0.121038313,3.347736115,0.000814746,0.059972676
FBgn0000116,658.3560657,1.02473306,0.306447937,3.34390589,0.000826078,0.060259008
FBgn0003748,1095.888494,0.829389543,0.249825758,3.319872021,0.000900587,0.064642021
FBgn0028433,92.7193837,-1.030426555,0.310426099,-3.319394077,0.00090213,0.064642021
FBgn0023545,1094.914114,0.360886902,0.108804717,3.316831409,0.000910445,0.06466558
FBgn0002609,43.25355116,-1.258442391,0.380206717,-3.309889952,0.000933327,0.065353226
FBgn0261285,431.5511085,-0.471654205,0.142536408,-3.309008631,0.00093627,0.065353226
FBgn0039101,294.4005527,-0.81567182,0.248167097,-3.286784707,0.001013383,0.070131285
FBgn0020249,994.6768925,0.428489786,0.13050322,3.28336563,0.001025755,0.070385939
FBgn0051092,153.0540037,1.971280265,0.601470077,3.277436967,0.001047541,0.07068284
FBgn0063492,587.6916487,0.655248329,0.199893148,3.277992948,0.00104548,0.07068284
FBgn0000244,510.1555736,-0.418289256,0.129731312,-3.224273679,0.001262926,0.071239371
FBgn0003502,1202.824148,0.595363673,0.184746093,3.222604946,0.001270306,0.071239371
FBgn0005660,145.951014,0.895242807,0.275551231,3.248916013,0.001158457,0.071239371
FBgn0010097,108.5469135,0.91582638,0.283888847,3.226003383,0.001255319,0.071239371
FBgn0020493,335.9892446,-0.668251045,0.205459099,-3.25247724,0.001144038,0.071239371
FBgn0027279,2954.792877,-0.845966293,0.259431848,-3.260842103,0.001110819,0.071239371
FBgn0027949,1448.084201,0.541014597,0.168047708,3.219410745,0.001284543,0.071239371
FBgn0028373,42.05745902,1.280301,0.395662431,3.235841715,0.001212846,0.071239371
FBgn0032105,572.2977121,0.485769111,0.150799466,3.221291992,0.001276141,0.071239371
FBgn0034390,786.2989435,0.486138566,0.14958435,3.249929329,0.001154337,0.071239371
FBgn0034391,65.12211808,1.264397264,0.391012658,3.233647909,0.0012222,0.071239371
FBgn0034894,556.971764,-0.491953687,0.151155852,-3.254612241,0.001135473,0.071239371
FBgn0035189,215.6359248,2.549918457,0.787673003,3.237280503,0.001206747,0.071239371
FBgn0035710,17.34800396,2.134795861,0.661091611,3.229198231,0.001241378,0.071239371
FBgn0037290,67.09238607,2.604150553,0.79693132,3.267722687,0.001084165,0.071239371
FBgn0038049,726.1455931,0.522982197,0.161146792,3.245377653,0.00117295,0.071239371
FBgn0039109,475.3853179,-0.932417413,0.285474209,-3.266205439,0.001089991,0.071239371
FBgn0039797,244.4791226,-0.489419295,0.150787346,-3.245758408,0.001171382,0.071239371
FBgn0040271,1009.973368,0.717347077,0.222070349,3.230269511,0.001236736,0.071239371
FBgn0041629,13144.59047,0.585102883,0.180404621,3.243281019,0.001181616,0.071239371
FBgn0052677,46.14121919,1.12179625,0.348177733,3.221906924,0.001273405,0.071239371
FBgn0063498,343.8549454,-0.992718108,0.305452683,-3.249989816,0.001154091,0.071239371
FBgn0066084,14622.7378,0.65078931,0.200347942,3.248295452,0.001160986,0.071239371
FBgn0085434,515.6787903,-0.436986004,0.135140463,-3.233568932,0.001222538,0.071239371
FBgn0260960,3027.668329,-0.459153597,0.141875978,-3.236302602,0.001210889,0.071239371
FBgn0261362,5796.006682,1.342870129,0.416472878,3.224387949,0.001262422,0.071239371
FBgn0032635,610.7297865,0.516812573,0.160937709,3.211258421,0.00132155,0.072301305
FBgn0046258,9.758848824,2.218869582,0.690742238,3.212297526,0.001316779,0.072301305
FBgn0002868,100.1258359,-1.455735,0.454651554,-3.201869623,0.001365388,0.073860677
FBgn0028327,3772.105945,0.516305695,0.161282205,3.201256418,0.001368297,0.073860677
FBgn0020391,222.1084149,0.588867876,0.184115569,3.198360028,0.001382116,0.074112544
FBgn0039381,733.0559974,0.555626254,0.173883481,3.195394131,0.0013964,0.074385862
FBgn0037672,89.92729344,0.787989877,0.247766567,3.180372105,0.00147086,0.077840245
FBgn0027597,419.2117263,0.553705024,0.174253844,3.177577092,0.001485112,0.078084104
FBgn0024250,391.6854755,-0.622622081,0.197066126,-3.159457657,0.001580631,0.08190621
FBgn0039419,1564.223687,-0.815479049,0.258220383,-3.158073884,0.001588153,0.08190621
FBgn0261547,647.7330996,-0.505745432,0.160050127,-3.159918975,0.00157813,0.08190621
FBgn0035523,47.90097932,1.426374424,0.45192805,3.156198038,0.001598403,0.081913093
FBgn0029915,360.8148518,0.47629204,0.151072312,3.152742111,0.001617446,0.082014791
FBgn0051195,924.8712715,0.632019166,0.200503186,3.152165209,0.001620645,0.082014791
FBgn0042094,112.9758462,-0.768369757,0.244589207,-3.141470418,0.001681018,0.084541627
FBgn0001977,724.0176653,0.442055954,0.140834992,3.13882187,0.001696285,0.084782852
FBgn0010223,65.40121052,-1.070267692,0.34139953,-3.134941904,0.001718881,0.084864533
FBgn0043364,1194.876523,-0.93890392,0.299388035,-3.136076963,0.001712243,0.084864533
FBgn0026415,46.95247779,1.02816084,0.329137589,3.123802549,0.001785302,0.087081877
FBgn0031489,1021.572463,0.465512728,0.149019373,3.123840329,0.001785073,0.087081877
FBgn0003501,277.4363108,1.814102359,0.582084881,3.116559831,0.001829745,0.087665379
FBgn0032451,584.6505904,0.656923917,0.210615567,3.119066293,0.001814251,0.087665379
FBgn0038293,3300.630657,0.51408542,0.164879258,3.117950835,0.001821132,0.087665379
FBgn0000447,619.7240627,0.473492757,0.152253007,3.109907416,0.00187146,0.088182013
FBgn0003137,4518.573492,0.696780976,0.22411551,3.109026123,0.001877051,0.088182013
FBgn0025740,841.4276623,-0.66818248,0.214993471,-3.107919873,0.001884091,0.088182013
FBgn0250906,2642.344905,0.539280493,0.173447928,3.109178056,0.001876086,0.088182013
FBgn0033367,15323.87521,1.273872383,0.410376261,3.104157094,0.00190822,0.088798022
FBgn0021795,2179.645861,0.42353965,0.13656563,3.101363426,0.001926317,0.08912794
FBgn0026576,784.796957,-0.419928204,0.13565237,-3.095620099,0.001964018,0.089950434
FBgn0036684,908.2127962,-0.659244067,0.212984077,-3.095273963,0.001966312,0.089950434
FBgn0030799,138.1354627,0.562415804,0.182024228,3.089785416,0.002003012,0.090102135
FBgn0034753,7774.828476,0.459099604,0.148458362,3.092446919,0.001985137,0.090102135
FBgn0044047,273.9322407,-0.71238449,0.230548607,-3.089953566,0.002001878,0.090102135
FBgn0001091,4323.257173,0.620278991,0.201303207,3.081316994,0.002060871,0.092043397
FBgn0004066,2809.662874,0.489134892,0.158801837,3.080158899,0.002068902,0.092043397
FBgn0034249,547.1204255,0.480454901,0.156129841,3.077277844,0.002089005,0.092429904
FBgn0029002,1587.608292,1.309155475,0.425997232,3.073154884,0.002118085,0.092858481
FBgn0035761,584.2028351,0.596126825,0.19411192,3.071046974,0.002133096,0.092858481
FBgn0038462,351.5140791,0.730186576,0.237764309,3.071052076,0.002133059,0.092858481
FBgn0030189,353.8919212,0.428580618,0.140504494,3.050298286,0.002286142,0.098462186
FBgn0260746,1140.283245,0.469459012,0.153855167,3.05130482,0.002278491,0.098462186
FBgn0031990,4134.056067,-0.378823364,0.124291309,-3.04786687,0.00230472,0.098737135
FBgn0033368,63.81059,1.124453196,0.369177356,3.045834682,0.002320354,0.098745144
FBgn0038651,2470.911743,-0.309310583,0.101590582,-3.04467773,0.002329298,0.098745144
FBgn0032237,2710.653764,0.441952263,0.145569344,3.03602565,0.00239719,0.100051778
FBgn0032638,131.9298249,-1.052589008,0.346558612,-3.037261147,0.002387385,0.100051778
FBgn0033364,87.17466362,-0.706822763,0.232712693,-3.037319339,0.002386924,0.100051778
FBgn0050011,4625.431525,-0.389774465,0.128521801,-3.032749789,0.002423364,0.100625547
FBgn0031150,795.3066174,0.882911858,0.291485438,3.029008462,0.002453578,0.101360316
FBgn0028434,83.65876155,0.874309454,0.289585164,3.019179027,0.002534607,0.104176211
FBgn0003891,13039.99911,-0.417186744,0.138912617,-3.003231481,0.002671292,0.106549007
FBgn0035023,1138.584241,-0.539190551,0.179178561,-3.009235851,0.002619057,0.106549007
FBgn0037850,339.7736168,0.543962691,0.181047761,3.004525931,0.002659951,0.106549007
FBgn0046763,2202.784356,-0.511154238,0.170123092,-3.004614085,0.00265918,0.106549007
FBgn0051856,84.55827665,0.833195883,0.276994935,3.007982374,0.002629884,0.106549007
FBgn0250867,435.943347,0.702491855,0.23361415,3.00706038,0.002637874,0.106549007
FBgn0030090,158.350776,-0.713182039,0.237632238,-3.001200703,0.002689173,0.106736422
FBgn0003862,3787.831479,-0.483815683,0.161314843,-2.999201265,0.002706884,0.106915328
FBgn0038436,622.8082838,0.557493117,0.185996373,2.99733327,0.002723528,0.107050513
FBgn0003525,1371.076471,-0.557149844,0.187168102,-2.976735023,0.002913357,0.110282968
FBgn0004512,501.9041875,0.448053173,0.150741926,2.972319542,0.002955589,0.110282968
FBgn0029881,4249.78425,-0.479059509,0.160419437,-2.98629342,0.002823816,0.110282968
FBgn0030026,212.1577525,0.647351796,0.217525325,2.975983578,0.002920505,0.110282968
FBgn0030685,2119.918932,-0.344810827,0.115902783,-2.975000422,0.002929881,0.110282968
FBgn0032004,961.5360071,-0.838327016,0.280891104,-2.98452676,0.002840174,0.110282968
FBgn0032421,180.4970264,0.672696755,0.225767828,2.979595278,0.002886295,0.110282968
FBgn0032820,332.4194886,0.51831009,0.173855547,2.981268646,0.002870569,0.110282968
FBgn0037739,357.4551162,0.62374251,0.209386117,2.978910531,0.002892752,0.110282968
FBgn0037760,1799.138519,-0.34787811,0.117012059,-2.973010759,0.002948941,0.110282968
FBgn0039788,17.21928416,1.668001174,0.560051579,2.97829921,0.002898529,0.110282968
FBgn0003074,2163.176115,0.524091332,0.176536103,2.968748729,0.00299015,0.111060753
FBgn0086355,4137.627713,0.626283469,0.211819036,2.956691147,0.003109594,0.114969793
FBgn0002567,48.76327075,0.915731338,0.310462521,2.949571294,0.003182151,0.115026251
FBgn0003317,1351.07071,0.451654844,0.152960724,2.952750433,0.003149565,0.115026251
FBgn0031263,1493.972459,0.355939818,0.12065808,2.949987422,0.003177869,0.115026251
FBgn0034221,140.861165,-0.903851323,0.306219602,-2.951644234,0.003160869,0.115026251
FBgn0036007,1262.665198,0.629153716,0.213298382,2.9496413,0.003181431,0.115026251
FBgn0031143,639.6208696,0.398254632,0.135183008,2.946040609,0.003218701,0.115830334
FBgn0020257,1079.965466,-0.52769992,0.179469372,-2.940334136,0.003278585,0.1164329
FBgn0031516,870.9978659,0.586476059,0.199375502,2.941565307,0.00326558,0.1164329
FBgn0033095,1489.009017,0.582246652,0.197916691,2.941877456,0.00326229,0.1164329
FBgn0029801,1492.193567,-0.60670693,0.206694747,-2.935279868,0.00333247,0.116809555
FBgn0035344,77.38665923,-1.114883928,0.379681201,-2.936368526,0.003320796,0.116809555
FBgn0036688,375.0432943,0.555734283,0.18925566,2.936420933,0.003320234,0.116809555
FBgn0025836,93.72001939,-0.93393046,0.318320857,-2.933927956,0.003347019,0.116813844
FBgn0000567,261.1660994,-0.864686845,0.295929253,-2.921937715,0.003478611,0.118286808
FBgn0002527,37818.49101,-0.554808191,0.189939684,-2.920970372,0.00348943,0.118286808
FBgn0002778,1195.419886,-0.546507894,0.186927892,-2.92362947,0.003459763,0.118286808
FBgn0015576,177.1634607,-0.735659058,0.251300629,-2.927406347,0.00341802,0.118286808
FBgn0027604,282.8769421,-0.641831714,0.219424379,-2.925070216,0.003443785,0.118286808
FBgn0032032,258.5028826,0.441851757,0.151278321,2.920787027,0.003491484,0.118286808
FBgn0039385,727.8644364,0.37492703,0.128355572,2.921003149,0.003489063,0.118286808
FBgn0039651,74.22454467,0.944473974,0.323632257,2.918355489,0.003518829,0.118716506
FBgn0013576,2533.56619,-0.399903275,0.137309834,-2.912415398,0.003586453,0.120495905
FBgn0028491,168.8928238,0.6622406,0.227913601,2.905665116,0.003664734,0.122134682
FBgn0032621,1348.32932,-0.315837402,0.10871623,-2.905154109,0.003670723,0.122134682
FBgn0259246,346.3760675,0.861318486,0.296564285,2.904323039,0.003680482,0.122134682
FBgn0016792,952.302621,-0.365294307,0.125945977,-2.900404724,0.003726811,0.122666626
FBgn0250876,304.4904632,0.516838939,0.17812536,2.90154607,0.003713262,0.122666626
FBgn0005585,21154.19664,0.310925812,0.107297758,2.897784806,0.003758083,0.12319515
FBgn0039178,13.92397516,2.049919177,0.708240946,2.894381055,0.003799068,0.123800148
FBgn0039759,14.2493033,1.815334707,0.627336769,2.893716418,0.003807118,0.123800148
FBgn0014869,1571.019102,0.480034013,0.165975849,2.892191944,0.003825641,0.123904876
FBgn0030037,713.7411525,0.560599897,0.194345802,2.884548534,0.003919753,0.126447182
FBgn0031148,2738.946409,0.537748612,0.186921888,2.87686272,0.004016503,0.129054063
FBgn0013272,14025.468,-0.406027492,0.141332226,-2.872858532,0.004067762,0.129671932
FBgn0036896,643.7099258,-0.653424058,0.227367184,-2.873871446,0.00405474,0.129671932
FBgn0029504,1082.817874,-0.428589615,0.14970964,-2.862805733,0.004199079,0.132405694
FBgn0029664,606.351093,0.475910271,0.166254429,2.862541917,0.004202577,0.132405694
FBgn0030588,187.3906153,0.571501925,0.199527507,2.864276378,0.004179632,0.132405694
FBgn0036560,18.89264508,1.784183344,0.623644141,2.860899715,0.004224407,0.132577597
FBgn0052803,312.9356821,0.459400584,0.160662616,2.85941183,0.004244274,0.132686816
FBgn0031914,415.371826,-0.519953533,0.182206999,-2.853641939,0.004322122,0.133291214
FBgn0033033,1786.470217,-0.340120485,0.119210714,-2.853103338,0.004329454,0.133291214
FBgn0034139,28.89766229,1.112081894,0.389767526,2.853192787,0.004328235,0.133291214
FBgn0261278,999.1398521,0.420101778,0.147177866,2.854381501,0.004312072,0.133291214
FBgn0000286,484.8426175,-0.457651114,0.160557194,-2.850393077,0.004366523,0.133923242
FBgn0025820,192.7329719,0.526702192,0.184939994,2.847962625,0.004400009,0.134441034
FBgn0024891,1499.459071,0.382336959,0.134360447,2.845606495,0.004432693,0.134930522
FBgn0030361,132.1761996,0.588175155,0.206924412,2.842463826,0.004476631,0.13575761
FBgn0243512,2040.607778,-0.440603057,0.155168236,-2.839518381,0.004518169,0.13650603
FBgn0037844,248.5833085,0.574953999,0.202736419,2.835968014,0.004568702,0.137519633
FBgn0032156,1439.114778,-0.370986256,0.131001333,-2.831927331,0.004626836,0.137593336
FBgn0033079,378.9852521,-0.519056633,0.183457811,-2.829296996,0.004665039,0.137593336
FBgn0037607,5382.121422,0.491837361,0.173871301,2.828743784,0.004673109,0.137593336
FBgn0037678,35.32950163,1.373808389,0.484981894,2.832700369,0.004615663,0.137593336
FBgn0038476,1367.331915,0.524319321,0.185312826,2.829374152,0.004663914,0.137593336
FBgn0039756,1726.534063,0.425504093,0.150236536,2.8322278,0.00462249,0.137593336
FBgn0040290,711.4682341,-0.447832213,0.15841077,-2.82703136,0.004698173,0.137830087
FBgn0004369,833.1585767,-0.58554922,0.207594189,-2.8206436,0.004792742,0.138612021
FBgn0004635,687.0936691,-0.382053782,0.135323814,-2.823256083,0.004753858,0.138612021
FBgn0015541,1766.587218,0.429263317,0.152220703,2.820006139,0.004802273,0.138612021
FBgn0027620,2046.451889,-0.320841322,0.113853971,-2.818007296,0.004832271,0.138612021
FBgn0031689,274.152559,0.729375176,0.258553863,2.820979613,0.004787725,0.138612021
FBgn0035113,104.6342256,0.678707705,0.240747722,2.819165641,0.004814866,0.138612021
FBgn0051005,310.9025692,-0.462209368,0.164067799,-2.817185156,0.004844659,0.138612021
FBgn0031660,1334.727948,0.362233755,0.12887034,2.810838832,0.004941253,0.140283904
FBgn0037717,512.7895426,0.410645867,0.146196863,2.808855525,0.004971795,0.140283904
FBgn0038608,396.5939399,-0.530652,0.188713501,-2.81194508,0.004924291,0.140283904
FBgn0045866,1469.353794,0.347584105,0.123782983,2.80801202,0.004984837,0.140283904
FBgn0085483,51.9495133,-0.927609587,0.330448968,-2.807119034,0.004998677,0.140283904
FBgn0261238,912.5472966,0.593488949,0.21146339,2.80658014,0.005007046,0.140283904
FBgn0036398,4791.167655,-0.36380962,0.129985843,-2.798840329,0.005128649,0.143195421
FBgn0031816,146.0098797,0.61695184,0.2206081,2.796596496,0.005164399,0.143698061
FBgn0037445,1256.209695,-0.420670291,0.150505744,-2.795044762,0.005189253,0.143895141
FBgn0036290,1172.618173,0.38078225,0.136506696,2.789476718,0.005279329,0.145893272
FBgn0051955,409.9511413,-0.601820916,0.215872651,-2.787851607,0.005305884,0.146128382
FBgn0020887,1091.659153,-0.31758542,0.113979091,-2.786348061,0.00533056,0.146310323
FBgn0259683,114.9529016,0.773777844,0.277888116,2.784494182,0.005361128,0.146652215
FBgn0032533,66.20423395,0.717605224,0.258574074,2.775240429,0.005516091,0.150383134
FBgn0031449,920.5824627,-0.598185444,0.215736399,-2.772760857,0.005558295,0.150938545
FBgn0053007,113.8057172,-0.641027426,0.23126278,-2.771857302,0.005573746,0.150938545
FBgn0030485,320.5496003,0.4854901,0.175316314,2.769223747,0.005619003,0.151656898
FBgn0023477,1805.219531,0.45126778,0.163116773,2.766532057,0.005665601,0.15240656
FBgn0086906,1128.054981,0.605468693,0.218988262,2.764845415,0.005694978,0.152689518
FBgn0052135,240.6881583,0.956520696,0.346154169,2.763279434,0.005722375,0.152917733
FBgn0030966,255.8341599,0.579279276,0.209728234,2.762047173,0.005744018,0.15299116
FBgn0004893,479.2991218,-0.595312613,0.215837141,-2.758156493,0.005812836,0.15331119
FBgn0030349,1852.788339,-0.455211203,0.16496812,-2.759388915,0.005790957,0.15331119
FBgn0031968,73.92190288,0.748242614,0.271214971,2.758854395,0.005800437,0.15331119
FBgn0014029,3417.00022,0.48939691,0.178077689,2.74822137,0.005991954,0.153450634
FBgn0030576,279.4379244,-0.465663001,0.169421772,-2.748542852,0.005986081,0.153450634
FBgn0032018,1733.970723,-0.335613011,0.121999071,-2.750947273,0.005942321,0.153450634
FBgn0032436,17.27841115,1.858605349,0.675072686,2.753192934,0.00590171,0.153450634
